date,fixture_id,match,league,kickoff,market_key,market,scope,probability_pct,reliability_pct,context_sample_n,context_hits,context_raw_hit_rate_pct,validation_band,validation_sample_n,validation_predicted_pct,validation_actual_pct,validation_gap_pp,all_results_sample_n,all_results_hits,all_results_actual_pct,platform_shown,exact_odd,bookmaker,quote_status,quote_field,quote_line_candidates,recommended_80,omission_reason
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over20_5,Total partido — Faltas — Más de 20.5,team,75.8562,94.3925,202,164,81.1881,high,91,87.9619,72.5275,15.4344,32027,23248,72.5888,false,,,line_not_offered,fouls,Over_20_5|Over_20,false,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under20_5,Total partido — Faltas — Menos de 20.5,team,24.1438,94.3925,202,38,18.8119,high,1,83.8954,100,16.1046,32027,8779,27.4112,false,,,line_not_offered,fouls,Under_20_5|Under_21,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over21_5,Total partido — Faltas — Más de 21.5,team,73.0303,94.3925,202,152,75.2475,high,60,87.0419,73.3333,13.7085,32027,21286,66.4627,false,,,line_not_offered,fouls,Over_21_5|Over_21,false,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under21_5,Total partido — Faltas — Menos de 21.5,team,26.9697,94.3925,202,50,24.7525,high,2,85.3493,100,14.6507,32027,10741,33.5373,false,,,line_not_offered,fouls,Under_21_5|Under_22,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over22_5,Total partido — Faltas — Más de 22.5,team,70.6402,94.3925,202,141,69.802,high,34,86.1631,73.5294,12.6337,32027,19192,59.9244,false,,,line_not_offered,fouls,Over_22_5|Over_22,false,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under22_5,Total partido — Faltas — Menos de 22.5,team,29.3598,94.3925,202,61,30.198,high,3,86.2805,66.6667,19.6138,32027,12835,40.0756,false,,,line_not_offered,fouls,Under_22_5|Under_23,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over23_5,Total partido — Faltas — Más de 23.5,team,59.614,94.3925,202,123,60.8911,high,22,85.0934,77.2727,7.8206,32027,17045,53.2207,false,,,line_not_offered,fouls,Over_23_5|Over_23,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under23_5,Total partido — Faltas — Menos de 23.5,team,40.386,94.3925,202,79,39.1089,high,12,83.5859,75,8.5859,32027,14982,46.7793,false,,,line_not_offered,fouls,Under_23_5|Under_24,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over24_5,Total partido — Faltas — Más de 24.5,team,55.0708,94.3925,202,104,51.4851,high,7,85.1658,85.7143,0.5485,32027,14928,46.6107,false,,,line_not_offered,fouls,Over_24_5|Over_24,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under24_5,Total partido — Faltas — Menos de 24.5,team,44.9292,94.3925,202,98,48.5149,high,24,84.591,75,9.591,32027,17099,53.3893,false,,,line_not_offered,fouls,Under_24_5|Under_25,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over25_5,Total partido — Faltas — Más de 25.5,team,44.8259,94.3925,202,89,44.0594,high,6,82.5781,83.3333,0.7552,32027,12896,40.266,false,,,line_not_offered,fouls,Over_25_5|Over_25,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under25_5,Total partido — Faltas — Menos de 25.5,team,55.1741,94.3925,202,113,55.9406,high,35,85.6343,80,5.6343,32027,19131,59.734,false,,,line_not_offered,fouls,Under_25_5|Under_26,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over26_5,Total partido — Faltas — Más de 26.5,team,32.8768,94.3925,202,75,37.1287,high,1,81.6174,100,18.3826,32027,10986,34.3023,false,,,line_not_offered,fouls,Over_26_5|Over_26,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under26_5,Total partido — Faltas — Menos de 26.5,team,67.1232,94.3925,202,127,62.8713,high,55,86.6231,78.1818,8.4413,32027,21041,65.6977,false,,,line_not_offered,fouls,Under_26_5|Under_27,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over27_5,Total partido — Faltas — Más de 27.5,team,29.447,94.3925,202,60,29.703,high,1,80.8802,100,19.1198,32027,9267,28.935,false,,,line_not_offered,fouls,Over_27_5|Over_27,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under27_5,Total partido — Faltas — Menos de 27.5,team,70.553,94.3925,202,142,70.297,high,87,87.2513,78.1609,9.0903,32027,22760,71.065,false,,,line_not_offered,fouls,Under_27_5|Under_28,false,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over28_5,Total partido — Faltas — Más de 28.5,team,27.4606,94.3925,202,51,25.2475,high,0,,,,32027,7649,23.883,false,,,line_not_offered,fouls,Over_28_5|Over_28,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under28_5,Total partido — Faltas — Menos de 28.5,team,72.5394,94.3925,202,151,74.7525,high,113,88.5281,78.7611,9.767,32027,24378,76.117,false,,,line_not_offered,fouls,Under_28_5|Under_29,false,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over29_5,Total partido — Faltas — Más de 29.5,team,16.828,94.3925,202,43,21.2871,high,0,,,,32027,6239,19.4804,false,,,line_not_offered,fouls,Over_29_5|Over_29,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under29_5,Total partido — Faltas — Menos de 29.5,team,83.172,94.3925,202,159,78.7129,high,129,89.742,86.0465,3.6955,32027,25788,80.5196,false,,,line_not_offered,fouls,Under_29_5|Under_30,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over30_5,Total partido — Faltas — Más de 30.5,team,14.785,94.3925,202,34,16.8317,high,0,,,,32027,5033,15.7149,false,,,line_not_offered,fouls,Over_30_5|Over_30,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under30_5,Total partido — Faltas — Menos de 30.5,team,85.215,94.3925,202,168,83.1683,high,140,90.2323,90,0.2323,32027,26994,84.2851,false,,,line_not_offered,fouls,Under_30_5|Under_31,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over31_5,Total partido — Faltas — Más de 31.5,team,12.8353,94.3925,202,25,12.3762,high,0,,,,32027,3973,12.4052,false,,,line_not_offered,fouls,Over_31_5|Over_31,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under31_5,Total partido — Faltas — Menos de 31.5,team,87.1647,94.3925,202,177,87.6238,high,145,90.696,89.6552,1.0409,32027,28054,87.5948,false,,,line_not_offered,fouls,Under_31_5|Under_32,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over32_5,Total partido — Faltas — Más de 32.5,team,11.6563,94.3925,202,20,9.901,high,0,,,,32027,3104,9.6918,false,,,line_not_offered,fouls,Over_32_5|Over_32,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under32_5,Total partido — Faltas — Menos de 32.5,team,88.3437,94.3925,202,182,90.099,high,130,91.1313,92.3077,1.1764,32027,28923,90.3082,false,,,line_not_offered,fouls,Under_32_5|Under_33,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_over33_5,Total partido — Faltas — Más de 33.5,team,9.6962,94.3925,202,12,5.9406,high,0,,,,32027,2382,7.4375,false,,,line_not_offered,fouls,Over_33_5|Over_33,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,total_fouls_under33_5,Total partido — Faltas — Menos de 33.5,team,90.3038,94.3925,202,190,94.0594,daily90,71,94.7511,95.7746,1.0235,32027,29645,92.5625,false,,,line_not_offered,fouls,Under_33_5|Under_34,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over0_5,Fenerbahçe — Faltas cometidas — Más de 0.5,team,100,94.3925,202,202,100,elite95,226,99.8995,99.115,0.7844,32027,31965,99.8064,false,,,line_not_offered,homeFouls,Over_0_5|Over_0,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under0_5,Fenerbahçe — Faltas cometidas — Menos de 0.5,team,0,94.3925,202,0,0,high,0,,,,32027,62,0.1936,false,,,line_not_offered,homeFouls,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over1_5,Fenerbahçe — Faltas cometidas — Más de 1.5,team,100,94.3925,202,202,100,elite95,226,99.8583,98.2301,1.6282,32027,31914,99.6472,false,,,line_not_offered,homeFouls,Over_1_5|Over_1,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under1_5,Fenerbahçe — Faltas cometidas — Menos de 1.5,team,0,94.3925,202,0,0,high,0,,,,32027,113,0.3528,false,,,line_not_offered,homeFouls,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over2_5,Fenerbahçe — Faltas cometidas — Más de 2.5,team,100,94.3925,202,202,100,elite95,226,99.7979,97.3451,2.4528,32027,31845,99.4317,false,,,line_not_offered,homeFouls,Over_2_5|Over_2,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under2_5,Fenerbahçe — Faltas cometidas — Menos de 2.5,team,0,94.3925,202,0,0,high,0,,,,32027,182,0.5683,false,,,line_not_offered,homeFouls,Under_2_5|Under_3,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over3_5,Fenerbahçe — Faltas cometidas — Más de 3.5,team,100,94.3925,202,202,100,elite95,223,99.5834,96.861,2.7224,32027,31709,99.0071,false,,,line_not_offered,homeFouls,Over_3_5|Over_3,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under3_5,Fenerbahçe — Faltas cometidas — Menos de 3.5,team,0,94.3925,202,0,0,high,0,,,,32027,318,0.9929,false,,,line_not_offered,homeFouls,Under_3_5|Under_4,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over4_5,Fenerbahçe — Faltas cometidas — Más de 4.5,team,100,94.3925,202,202,100,elite95,214,99.0884,96.729,2.3594,32027,31395,98.0267,false,,,line_not_offered,homeFouls,Over_4_5|Over_4,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under4_5,Fenerbahçe — Faltas cometidas — Menos de 4.5,team,0,94.3925,202,0,0,high,0,,,,32027,632,1.9733,false,,,line_not_offered,homeFouls,Under_4_5|Under_5,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over5_5,Fenerbahçe — Faltas cometidas — Más de 5.5,team,99.5397,94.3925,202,200,99.0099,elite95,185,98.1972,96.2162,1.981,32027,30759,96.0408,false,,,line_not_offered,homeFouls,Over_5_5|Over_5,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under5_5,Fenerbahçe — Faltas cometidas — Menos de 5.5,team,0.4603,94.3925,202,2,0.9901,high,0,,,,32027,1268,3.9592,false,,,line_not_offered,homeFouls,Under_5_5|Under_6,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over6_5,Fenerbahçe — Faltas cometidas — Más de 6.5,team,99.136,94.3925,202,198,98.0198,elite95,117,97.5986,96.5812,1.0174,32027,29708,92.7592,false,,,line_not_offered,homeFouls,Over_6_5|Over_6,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under6_5,Fenerbahçe — Faltas cometidas — Menos de 6.5,team,0.864,94.3925,202,4,1.9802,high,0,,,,32027,2319,7.2408,false,,,line_not_offered,homeFouls,Under_6_5|Under_7,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over7_5,Fenerbahçe — Faltas cometidas — Más de 7.5,team,97.5473,94.3925,202,191,94.5545,elite95,55,97.0426,96.3636,0.6789,32027,28060,87.6136,false,,,line_not_offered,homeFouls,Over_7_5|Over_7,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under7_5,Fenerbahçe — Faltas cometidas — Menos de 7.5,team,2.4527,94.3925,202,11,5.4455,high,0,,,,32027,3967,12.3864,false,,,line_not_offered,homeFouls,Under_7_5|Under_8,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over8_5,Fenerbahçe — Faltas cometidas — Más de 8.5,team,93.4321,94.3925,202,173,85.6436,daily90,62,93.6136,91.9355,1.6781,32027,25918,80.9255,false,,,line_not_offered,homeFouls,Over_8_5|Over_8,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under8_5,Fenerbahçe — Faltas cometidas — Menos de 8.5,team,6.5679,94.3925,202,29,14.3564,high,0,,,,32027,6109,19.0745,false,,,line_not_offered,homeFouls,Under_8_5|Under_9,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over9_5,Fenerbahçe — Faltas cometidas — Más de 9.5,team,90.9289,94.3925,202,162,80.198,daily90,26,93.6788,92.3077,1.3711,32027,23221,72.5044,false,,,line_not_offered,homeFouls,Over_9_5|Over_9,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under9_5,Fenerbahçe — Faltas cometidas — Menos de 9.5,team,9.0711,94.3925,202,40,19.802,high,0,,,,32027,8806,27.4956,false,,,line_not_offered,homeFouls,Under_9_5|Under_10,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over10_5,Fenerbahçe — Faltas cometidas — Más de 10.5,team,59.9816,94.3925,202,134,66.3366,high,29,86.7569,79.3103,7.4466,32027,20070,62.6659,false,,,line_not_offered,homeFouls,Over_10_5|Over_10,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under10_5,Fenerbahçe — Faltas cometidas — Menos de 10.5,team,40.0184,94.3925,202,68,33.6634,high,0,,,,32027,11957,37.3341,false,,,line_not_offered,homeFouls,Under_10_5|Under_11,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over11_5,Fenerbahçe — Faltas cometidas — Más de 11.5,team,55.4782,94.3925,202,114,56.4356,high,13,85.4052,61.5385,23.8667,32027,16894,52.7492,false,,,line_not_offered,homeFouls,Over_11_5|Over_11,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under11_5,Fenerbahçe — Faltas cometidas — Menos de 11.5,team,44.5218,94.3925,202,88,43.5644,high,7,82.4229,71.4286,10.9943,32027,15133,47.2508,false,,,line_not_offered,homeFouls,Under_11_5|Under_12,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over12_5,Fenerbahçe — Faltas cometidas — Más de 12.5,team,49.4183,94.3925,202,88,43.5644,high,5,87.3943,80,7.3943,32027,13734,42.8826,false,,,line_not_offered,homeFouls,Over_12_5|Over_12,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under12_5,Fenerbahçe — Faltas cometidas — Menos de 12.5,team,50.5817,94.3925,202,114,56.4356,high,25,83.9161,80,3.9161,32027,18293,57.1174,false,,,line_not_offered,homeFouls,Under_12_5|Under_13,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over13_5,Fenerbahçe — Faltas cometidas — Más de 13.5,team,36.357,94.3925,202,61,30.198,high,1,89.4139,100,10.5861,32027,10834,33.8277,false,,,line_not_offered,homeFouls,Over_13_5|Over_13,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under13_5,Fenerbahçe — Faltas cometidas — Menos de 13.5,team,63.643,94.3925,202,141,69.802,high,56,86.0479,80.3571,5.6908,32027,21193,66.1723,false,,,line_not_offered,homeFouls,Under_13_5|Under_14,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over14_5,Fenerbahçe — Faltas cometidas — Más de 14.5,team,25.6532,94.3925,202,44,21.7822,high,0,,,,32027,8284,25.8657,false,,,line_not_offered,homeFouls,Over_14_5|Over_14,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under14_5,Fenerbahçe — Faltas cometidas — Menos de 14.5,team,74.3468,94.3925,202,158,78.2178,high,101,87.3743,82.1782,5.1961,32027,23743,74.1343,false,,,line_not_offered,homeFouls,Under_14_5|Under_15,false,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over15_5,Fenerbahçe — Faltas cometidas — Más de 15.5,team,6.5982,94.3925,202,28,13.8614,high,0,,,,32027,6117,19.0995,false,,,line_not_offered,homeFouls,Over_15_5|Over_15,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under15_5,Fenerbahçe — Faltas cometidas — Menos de 15.5,team,93.4018,94.3925,202,174,86.1386,daily90,64,93.2818,90.625,2.6568,32027,25910,80.9005,false,,,line_not_offered,homeFouls,Under_15_5|Under_16,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over16_5,Fenerbahçe — Faltas cometidas — Más de 16.5,team,4.2265,94.3925,202,18,8.9109,high,0,,,,32027,4289,13.3918,false,,,line_not_offered,homeFouls,Over_16_5|Over_16,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under16_5,Fenerbahçe — Faltas cometidas — Menos de 16.5,team,95.7735,94.3925,202,184,91.0891,elite95,38,96.2443,89.4737,6.7706,32027,27738,86.6082,false,,,line_not_offered,homeFouls,Under_16_5|Under_17,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_over17_5,Fenerbahçe — Faltas cometidas — Más de 17.5,team,3.0321,94.3925,202,13,6.4356,high,0,,,,32027,2987,9.3265,false,,,line_not_offered,homeFouls,Over_17_5|Over_17,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,home_fouls_under17_5,Fenerbahçe — Faltas cometidas — Menos de 17.5,team,96.9679,94.3925,202,189,93.5644,elite95,45,96.3047,95.5556,0.7491,32027,29040,90.6735,false,,,line_not_offered,homeFouls,Under_17_5|Under_18,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_over0_5,Lyon — Faltas cometidas — Más de 0.5,team,100,94.3925,202,202,100,elite95,226,99.9212,99.5575,0.3637,32027,31949,99.7565,false,,,line_not_offered,awayFouls,Over_0_5|Over_0,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_under0_5,Lyon — Faltas cometidas — Menos de 0.5,team,0,94.3925,202,0,0,high,0,,,,32027,78,0.2435,false,,,line_not_offered,awayFouls,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_over1_5,Lyon — Faltas cometidas — Más de 1.5,team,100,94.3925,202,202,100,elite95,226,99.8275,99.115,0.7125,32027,31892,99.5785,false,,,line_not_offered,awayFouls,Over_1_5|Over_1,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_under1_5,Lyon — Faltas cometidas — Menos de 1.5,team,0,94.3925,202,0,0,high,0,,,,32027,135,0.4215,false,,,line_not_offered,awayFouls,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_over2_5,Lyon — Faltas cometidas — Más de 2.5,team,99.7416,94.3925,202,201,99.505,elite95,223,99.8022,98.6547,1.1475,32027,31826,99.3724,false,,,line_not_offered,awayFouls,Over_2_5|Over_2,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_under2_5,Lyon — Faltas cometidas — Menos de 2.5,team,0.2584,94.3925,202,1,0.495,high,0,,,,32027,201,0.6276,false,,,line_not_offered,awayFouls,Under_2_5|Under_3,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_over3_5,Lyon — Faltas cometidas — Más de 3.5,team,99.0169,94.3925,202,198,98.0198,elite95,222,99.6469,98.1982,1.4487,32027,31692,98.954,false,,,line_not_offered,awayFouls,Over_3_5|Over_3,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_under3_5,Lyon — Faltas cometidas — Menos de 3.5,team,0.9831,94.3925,202,4,1.9802,high,0,,,,32027,335,1.046,false,,,line_not_offered,awayFouls,Under_3_5|Under_4,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_over4_5,Lyon — Faltas cometidas — Más de 4.5,team,99.0169,94.3925,202,198,98.0198,elite95,206,99.1652,97.0874,2.0778,32027,31371,97.9517,false,,,line_not_offered,awayFouls,Over_4_5|Over_4,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_under4_5,Lyon — Faltas cometidas — Menos de 4.5,team,0.9831,94.3925,202,4,1.9802,high,0,,,,32027,656,2.0483,false,,,line_not_offered,awayFouls,Under_4_5|Under_5,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_over5_5,Lyon — Faltas cometidas — Más de 5.5,team,98.7585,94.3925,202,197,97.5248,elite95,177,98.3936,97.1751,1.2184,32027,30760,96.044,false,,,line_not_offered,awayFouls,Over_5_5|Over_5,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_under5_5,Lyon — Faltas cometidas — Menos de 5.5,team,1.2415,94.3925,202,5,2.4752,high,0,,,,32027,1267,3.956,false,,,line_not_offered,awayFouls,Under_5_5|Under_6,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_over6_5,Lyon — Faltas cometidas — Más de 6.5,team,98.2982,94.3925,202,195,96.5347,elite95,121,97.7522,94.2149,3.5373,32027,29791,93.0184,false,,,line_not_offered,awayFouls,Over_6_5|Over_6,true,línea exacta no entregada por bet365/bwin
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_under6_5,Lyon — Faltas cometidas — Menos de 6.5,team,1.7018,94.3925,202,7,3.4653,high,0,,,,32027,2236,6.9816,false,,,line_not_offered,awayFouls,Under_6_5|Under_7,false,probabilidad < 70%
2026-08-18,1622621,Fenerbahçe vs Lyon,UEFA Champions League,2026-08-18T14:00:00-05:00,away_fouls_over7_5,Lyon — Faltas cometidas — Más de 7.5,team,80.5188,94.3925,202,185,91.5842,high,181,92.0578,90.6077,1.4501,32027,28272,88.2755,false,,,line_not_offered,awayFouls,Over_7_5|Over_7,true,línea exacta no entregada por bet365/bwin
