date,fixture_id,match,league,kickoff,market_key,market,scope,probability_pct,reliability_pct,context_sample_n,context_hits,context_raw_hit_rate_pct,validation_band,validation_sample_n,validation_predicted_pct,validation_actual_pct,validation_gap_pp,all_results_sample_n,all_results_hits,all_results_actual_pct,platform_shown,exact_odd,bookmaker,quote_status,quote_field,quote_line_candidates,recommended_80,omission_reason
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,total_goals_over0_5,Total partido — Goles — Más de 0.5,team,100,7.6923,1,1,100,elite95,168,97.6172,95.2381,2.3791,55392,51056,92.1722,false,,,line_not_offered,overUnder,Over_0_5|Over_0,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,total_goals_under0_5,Total partido — Goles — Menos de 0.5,team,0,7.6923,1,0,0,high,0,,,,55392,4336,7.8278,false,,,line_not_offered,overUnder,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,total_goals_over1_5,Total partido — Goles — Más de 1.5,team,100,7.6923,1,1,100,elite95,11,99.6933,81.8182,17.8752,55392,40824,73.7002,false,,,line_not_offered,overUnder,Over_1_5|Over_1,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,total_goals_under1_5,Total partido — Goles — Menos de 1.5,team,0,7.6923,1,0,0,high,0,,,,55392,14568,26.2998,false,,,line_not_offered,overUnder,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,home_goals_over0_5,Illescas — Goles a favor — Más de 0.5,team,100,7.6923,1,1,100,elite95,10,99.9999,70,29.9999,55392,41812,75.4838,false,,,line_not_offered,homeGoals,Over_0_5|Over_0,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,home_goals_under0_5,Illescas — Goles a favor — Menos de 0.5,team,0,7.6923,1,0,0,high,2,99.9999,0,99.9999,55392,13580,24.5162,false,,,line_not_offered,homeGoals,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,away_goals_over0_5,SS Reyes II — Goles a favor — Más de 0.5,team,100,7.6923,1,1,100,elite95,10,99.9999,60,39.9999,55392,37017,66.8273,false,,,line_not_offered,awayGoals,Over_0_5|Over_0,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,away_goals_under0_5,SS Reyes II — Goles a favor — Menos de 0.5,team,0,7.6923,1,0,0,high,3,94.0369,66.6667,27.3702,55392,18375,33.1727,false,,,line_not_offered,awayGoals,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,btts,Ambos equipos marcan,team,100,7.6923,1,1,100,elite95,6,99.9999,33.3333,66.6666,55392,27773,50.139,false,,,line_not_offered,btts,yes,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,btts_no,Ambos equipos NO marcan,team,0,7.6923,1,0,0,high,10,90.2362,80,10.2362,55392,27619,49.861,false,,,line_not_offered,btts,no,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,clean_sheet_home,Portería a cero — Illescas,team,0,7.6923,1,,,high,3,94.0369,66.6667,27.3702,55392,18375,33.1727,false,,,line_not_offered,cleanSheetHome,yes,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,clean_sheet_away,Portería a cero — SS Reyes II,team,0,7.6923,1,,,high,2,99.9999,0,99.9999,55392,13580,24.5162,false,,,line_not_offered,cleanSheetAway,yes,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,home_win,Ganador — Illescas,team,0,7.6923,1,,,high,4,99.9999,50,49.9999,55392,24534,44.2916,false,,,line_not_offered,matchWinner,home,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,draw,Empate,team,100,7.6923,1,,,elite95,1,99.9999,0,99.9999,55392,14001,25.2762,false,,,line_not_offered,matchWinner,draw,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,away_win,Ganador — SS Reyes II,team,0,7.6923,1,,,high,3,93.8006,0,93.8006,55392,16857,30.4322,false,,,line_not_offered,matchWinner,away,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,total_goals_1h_over0_5,Total partido · 1ª Parte — Goles — Más de 0.5,team,100,7.6923,1,1,100,elite95,10,99.9999,80,19.9999,54005,37647,69.7102,false,,,line_not_offered,goals1H,Over_0_5|Over_0,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,total_goals_1h_under0_5,Total partido · 1ª Parte — Goles — Menos de 0.5,team,0,7.6923,1,0,0,high,6,94.0656,66.6667,27.3989,54005,16358,30.2898,false,,,line_not_offered,goals1H,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,total_goals_1h_over1_5,Total partido · 1ª Parte — Goles — Más de 1.5,team,100,7.6923,1,1,100,elite95,2,99.9999,50,49.9999,54005,18446,34.1561,false,,,line_not_offered,goals1H,Over_1_5|Over_1,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,total_goals_1h_under1_5,Total partido · 1ª Parte — Goles — Menos de 1.5,team,0,7.6923,1,0,0,high,25,85.2545,72,13.2545,54005,35559,65.8439,false,,,line_not_offered,goals1H,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,home_goals_1h_over0_5,Illescas · 1ª Parte — Goles a favor — Más de 0.5,team,100,7.6923,1,1,100,elite95,6,99.9999,50,49.9999,54005,26073,48.2789,false,,,line_not_offered,homeGoals1H,Over_0_5|Over_0,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,home_goals_1h_under0_5,Illescas · 1ª Parte — Goles a favor — Menos de 0.5,team,0,7.6923,1,0,0,high,14,94.3799,64.2857,30.0942,54005,27932,51.7211,false,,,line_not_offered,homeGoals1H,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,away_goals_1h_over0_5,SS Reyes II · 1ª Parte — Goles a favor — Más de 0.5,team,100,7.6923,1,1,100,elite95,5,99.9999,60,39.9999,54005,21724,40.2259,false,,,line_not_offered,awayGoals1H,Over_0_5|Over_0,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,away_goals_1h_under0_5,SS Reyes II · 1ª Parte — Goles a favor — Menos de 0.5,team,0,7.6923,1,0,0,high,14,91.3142,78.5714,12.7428,54005,32281,59.7741,false,,,line_not_offered,awayGoals1H,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,total_goals_2h_over0_5,Total partido · 2ª Parte — Goles — Más de 0.5,team,0,7.6923,1,0,0,high,160,87.2398,81.875,5.3648,54005,41649,77.1206,false,,,line_not_offered,goals2H,Over_0_5|Over_0,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,total_goals_2h_under0_5,Total partido · 2ª Parte — Goles — Menos de 0.5,team,100,7.6923,1,1,100,elite95,1,99.9999,0,99.9999,54005,12356,22.8794,false,,,line_not_offered,goals2H,Under_0_5|Under_1,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,home_goals_2h_over0_5,Illescas · 2ª Parte — Goles a favor — Más de 0.5,team,0,7.6923,1,0,0,high,11,92.1296,54.5455,37.5841,54005,29607,54.8227,false,,,line_not_offered,homeGoals2H,Over_0_5|Over_0,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,home_goals_2h_under0_5,Illescas · 2ª Parte — Goles a favor — Menos de 0.5,team,100,7.6923,1,1,100,elite95,2,99.9999,0,99.9999,54005,24398,45.1773,false,,,line_not_offered,homeGoals2H,Under_0_5|Under_1,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,away_goals_2h_over0_5,SS Reyes II · 2ª Parte — Goles a favor — Más de 0.5,team,0,7.6923,1,0,0,high,8,88.6074,50,38.6074,54005,25213,46.6864,false,,,line_not_offered,awayGoals2H,Over_0_5|Over_0,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,away_goals_2h_under0_5,SS Reyes II · 2ª Parte — Goles a favor — Menos de 0.5,team,100,7.6923,1,1,100,elite95,6,99.9999,66.6667,33.3332,54005,28792,53.3136,false,,,line_not_offered,awayGoals2H,Under_0_5|Under_1,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,first_goal_45,Primer gol antes del minuto 45,team,100,7.6923,1,,,elite95,7,99.9999,71.4286,28.5713,50674,34474,68.0309,false,,,unsupported_market,,,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,dc_1x,Doble oportunidad — Illescas o Empate,team,100,7.6923,1,,,elite95,0,,,,55392,38535,69.5678,false,,,line_not_offered,doubleChance,1x,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,dc_12,Doble oportunidad — Illescas o SS Reyes II (sin empate),team,0,7.6923,1,,,high,0,,,,55392,41391,74.7238,false,,,line_not_offered,doubleChance,12,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,dc_x2,Doble oportunidad — SS Reyes II o Empate,team,100,7.6923,1,,,elite95,0,,,,55392,30858,55.7084,false,,,line_not_offered,doubleChance,x2,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,goals_odd,Total goles — Impar,team,0,7.6923,1,,,high,0,,,,55392,27564,49.7617,false,,,line_not_offered,oddEven,odd,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,goals_even,Total goles — Par,team,100,7.6923,1,,,elite95,0,,,,55392,27828,50.2383,false,,,line_not_offered,oddEven,even,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,cs_1_1,Marcador exacto — Illescas 1-1 SS Reyes II,team,100,14.2857,2,,,elite95,0,,,,55392,6348,11.4601,false,,,line_not_offered,correctScore,1:1,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,exact_goals_2,Goles totales — Exactamente 2,team,100,14.2857,2,,,elite95,0,,,,55392,12977,23.4276,false,,,line_not_offered,exactGoals,2,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,ah_home_m0_5,Hándicap asiático — Illescas -0.5,team,0,7.6923,1,,,high,0,,,,55392,24534,44.2916,false,,,line_not_offered,asianHandicap,Home_-0.5,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,ah_home_m1_5,Hándicap asiático — Illescas -1.5,team,0,7.6923,1,,,high,0,,,,55392,12436,22.4509,false,,,line_not_offered,asianHandicap,Home_-1.5,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,ah_home_p0_5,Hándicap asiático — Illescas +0.5,team,100,7.6923,1,,,elite95,0,,,,55392,38535,69.5678,false,,,line_not_offered,asianHandicap,Home_+0.5,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,ah_home_p1_5,Hándicap asiático — Illescas +1.5,team,100,7.6923,1,,,elite95,0,,,,55392,47752,86.2074,false,,,line_not_offered,asianHandicap,Home_+1.5,true,fiabilidad < 90%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,eh_home_m1,Hándicap europeo — Illescas -1,team,0,7.6923,1,,,high,0,,,,55392,12436,22.4509,false,,,line_not_offered,handicap,Home_-1,false,probabilidad < 70%
2026-08-18,1629009,Illescas vs SS Reyes II,Friendlies Clubs,2026-08-18T03:00:00-05:00,eh_home_p1,Hándicap europeo — Illescas +1,team,100,7.6923,1,,,elite95,0,,,,55392,38535,69.5678,false,,,line_not_offered,handicap,Home_+1,true,fiabilidad < 90%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_goals_over0_5,Total partido — Goles — Más de 0.5,team,98.5916,93.1429,163,158,96.9325,elite95,168,97.6172,95.2381,2.3791,55392,51056,92.1722,false,1.01,Bet365,below_minimum,overUnder,Over_0_5|Over_0,true,cuota real < 1.20
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_goals_under0_5,Total partido — Goles — Menos de 0.5,team,1.4084,93.1429,163,5,3.0675,high,0,,,,55392,4336,7.8278,false,26,Bet365,offered,overUnder,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_goals_over1_5,Total partido — Goles — Más de 1.5,team,86.7241,93.1429,163,137,84.0491,high,119,86.9207,83.1933,3.7275,55392,40824,73.7002,false,1.1,Bet365,below_minimum,overUnder,Over_1_5|Over_1,true,cuota real < 1.20
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_goals_under1_5,Total partido — Goles — Menos de 1.5,team,13.2759,93.1429,163,26,15.9509,high,0,,,,55392,14568,26.2998,false,7,Bet365,offered,overUnder,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_goals_over2_5,Total partido — Goles — Más de 2.5,team,63.6463,93.1429,163,102,62.5767,high,9,90.6936,66.6667,24.0269,55392,27847,50.2726,false,1.36,Bet365,offered,overUnder,Over_2_5|Over_2,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_goals_under2_5,Total partido — Goles — Menos de 2.5,team,36.3537,93.1429,163,61,37.4233,high,9,85.0111,55.5556,29.4556,55392,27545,49.7274,false,3.1,Bet365,offered,overUnder,Under_2_5|Under_3,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_goals_over3_5,Total partido — Goles — Más de 3.5,team,44.4461,93.1429,163,69,42.3313,high,2,99.9999,50,49.9999,55392,15978,28.8453,false,1.95,Bet365,offered,overUnder,Over_3_5|Over_3,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_goals_under3_5,Total partido — Goles — Menos de 3.5,team,55.5539,93.1429,163,94,57.6687,high,67,85.4297,76.1194,9.3103,55392,39414,71.1547,false,1.85,Bet365,offered,overUnder,Under_3_5|Under_4,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_goals_over4_5,Total partido — Goles — Más de 4.5,team,24.3187,93.1429,163,34,20.8589,high,0,,,,55392,8012,14.4642,false,3,Bet365,offered,overUnder,Over_4_5|Over_4,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_goals_under4_5,Total partido — Goles — Menos de 4.5,team,75.6813,93.1429,163,129,79.1411,high,225,88.4725,83.5556,4.917,55392,47380,85.5358,true,1.36,Bet365,offered,overUnder,Under_4_5|Under_5,false,
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_goals_over5_5,Total partido — Goles — Más de 5.5,team,9.787,93.1429,163,20,12.2699,high,0,,,,55392,3613,6.5226,false,5.5,Bet365,offered,overUnder,Over_5_5|Over_5,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_goals_under5_5,Total partido — Goles — Menos de 5.5,team,90.213,93.1429,163,143,87.7301,daily90,121,94.3909,90.0826,4.3083,55392,51779,93.4774,false,1.14,Bet365,below_minimum,overUnder,Under_5_5|Under_6,true,cuota real < 1.20
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_goals_over0_5,Shanghai Shenhua — Goles a favor — Más de 0.5,team,73.9013,93.1429,163,125,76.6871,high,107,86.5483,85.0467,1.5016,55392,41812,75.4838,false,,,line_not_offered,homeGoals,Over_0_5|Over_0,false,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_goals_under0_5,Shanghai Shenhua — Goles a favor — Menos de 0.5,team,26.0987,93.1429,163,38,23.3129,high,2,99.9999,0,99.9999,55392,13580,24.5162,false,,,line_not_offered,homeGoals,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_goals_over1_5,Shanghai Shenhua — Goles a favor — Más de 1.5,team,45.9461,93.1429,163,82,50.3067,high,4,99.9999,75,24.9999,55392,23671,42.7336,false,,,line_not_offered,homeGoals,Over_1_5|Over_1,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_goals_under1_5,Shanghai Shenhua — Goles a favor — Menos de 1.5,team,54.0539,93.1429,163,81,49.6933,high,23,86.1847,56.5217,29.663,55392,31721,57.2664,false,,,line_not_offered,homeGoals,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_goals_over2_5,Shanghai Shenhua — Goles a favor — Más de 2.5,team,22.9249,93.1429,163,40,24.5399,high,1,99.9999,0,99.9999,55392,10769,19.4414,false,,,line_not_offered,homeGoals,Over_2_5|Over_2,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_goals_under2_5,Shanghai Shenhua — Goles a favor — Menos de 2.5,team,77.0751,93.1429,163,123,75.4601,high,207,87.6075,79.2271,8.3804,55392,44623,80.5586,false,,,line_not_offered,homeGoals,Under_2_5|Under_3,false,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_goals_over3_5,Shanghai Shenhua — Goles a favor — Más de 3.5,team,12.2569,93.1429,163,18,11.0429,high,1,99.9999,0,99.9999,55392,4324,7.8062,false,,,line_not_offered,homeGoals,Over_3_5|Over_3,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_goals_under3_5,Shanghai Shenhua — Goles a favor — Menos de 3.5,team,87.7431,93.1429,163,145,88.9571,high,159,91.5263,89.3082,2.2181,55392,51068,92.1938,false,,,line_not_offered,homeGoals,Under_3_5|Under_4,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_goals_over0_5,Beijing Guoan — Goles a favor — Más de 0.5,team,85.7377,93.1429,163,126,77.3006,high,94,86.9847,74.4681,12.5166,55392,37017,66.8273,false,,,line_not_offered,awayGoals,Over_0_5|Over_0,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_goals_under0_5,Beijing Guoan — Goles a favor — Menos de 0.5,team,14.2623,93.1429,163,37,22.6994,high,3,94.0369,66.6667,27.3702,55392,18375,33.1727,false,,,line_not_offered,awayGoals,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_goals_over1_5,Beijing Guoan — Goles a favor — Más de 1.5,team,54.8767,93.1429,163,74,45.3988,high,0,,,,55392,18091,32.66,false,,,line_not_offered,awayGoals,Over_1_5|Over_1,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_goals_under1_5,Beijing Guoan — Goles a favor — Menos de 1.5,team,45.1233,93.1429,163,89,54.6012,high,16,84.4829,81.25,3.2329,55392,37301,67.34,false,,,line_not_offered,awayGoals,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_goals_over2_5,Beijing Guoan — Goles a favor — Más de 2.5,team,18.3192,93.1429,163,31,19.0184,high,0,,,,55392,7108,12.8322,false,,,line_not_offered,awayGoals,Over_2_5|Over_2,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_goals_under2_5,Beijing Guoan — Goles a favor — Menos de 2.5,team,81.6808,93.1429,163,132,80.9816,high,215,88.1672,87.907,0.2602,55392,48284,87.1678,false,,,line_not_offered,awayGoals,Under_2_5|Under_3,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_goals_over3_5,Beijing Guoan — Goles a favor — Más de 3.5,team,11.3849,93.1429,163,17,10.4294,high,0,,,,55392,2591,4.6776,false,,,line_not_offered,awayGoals,Over_3_5|Over_3,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_goals_under3_5,Beijing Guoan — Goles a favor — Menos de 3.5,team,88.6151,93.1429,163,146,89.5706,high,152,92.0313,92.7632,0.7318,55392,52801,95.3224,false,,,line_not_offered,awayGoals,Under_3_5|Under_4,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over0_5,Total partido — Córners — Más de 0.5,team,100,92.5926,150,150,100,elite95,224,99.9999,100,0.0001,32160,32159,99.9969,false,,,line_not_offered,corners,Over_0_5|Over_0,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under0_5,Total partido — Córners — Menos de 0.5,team,0,92.5926,150,0,0,high,0,,,,32160,1,0.0031,false,,,line_not_offered,corners,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over1_5,Total partido — Córners — Más de 1.5,team,100,92.5926,150,150,100,elite95,224,99.953,98.6607,1.2923,32160,32108,99.8383,false,,,line_not_offered,corners,Over_1_5|Over_1,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under1_5,Total partido — Córners — Menos de 1.5,team,0,92.5926,150,0,0,high,0,,,,32160,52,0.1617,false,67,Bet365,offered,corners,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over2_5,Total partido — Córners — Más de 2.5,team,100,92.5926,150,150,100,elite95,220,99.6361,98.1818,1.4543,32160,31923,99.2631,false,,,line_not_offered,corners,Over_2_5|Over_2,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under2_5,Total partido — Córners — Menos de 2.5,team,0,92.5926,150,0,0,high,0,,,,32160,237,0.7369,false,41,Bet365,offered,corners,Under_2_5|Under_3,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over3_5,Total partido — Córners — Más de 3.5,team,99.7093,92.5926,150,149,99.3333,elite95,200,98.8248,96.5,2.3248,32160,31435,97.7456,false,1.01,Bet365,below_minimum,corners,Over_3_5|Over_3,true,cuota real < 1.20
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under3_5,Total partido — Córners — Menos de 3.5,team,0.2907,92.5926,150,1,0.6667,high,0,,,,32160,725,2.2544,false,26,Bet365,offered,corners,Under_3_5|Under_4,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over4_5,Total partido — Córners — Más de 4.5,team,99.1279,92.5926,150,147,98,elite95,154,97.7776,93.5065,4.2711,32160,30437,94.6424,false,1.02,Bet365,below_minimum,corners,Over_4_5|Over_4,true,cuota real < 1.20
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under4_5,Total partido — Córners — Menos de 4.5,team,0.8721,92.5926,150,3,2,high,0,,,,32160,1723,5.3576,false,17,Bet365,offered,corners,Under_4_5|Under_5,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over5_5,Total partido — Córners — Más de 5.5,team,98.7559,92.5926,150,146,97.3333,elite95,70,96.9724,91.4286,5.5439,32160,28723,89.3128,false,1.07,Bet365,below_minimum,corners,Over_5_5|Over_5,true,cuota real < 1.20
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under5_5,Total partido — Córners — Menos de 5.5,team,1.2441,92.5926,150,4,2.6667,high,0,,,,32160,3437,10.6872,false,9,Bet365,offered,corners,Under_5_5|Under_6,false,probabilidad < 70%
