date,fixture_id,match,league,kickoff,market_key,market,scope,probability_pct,reliability_pct,context_sample_n,context_hits,context_raw_hit_rate_pct,validation_band,validation_sample_n,validation_predicted_pct,validation_actual_pct,validation_gap_pp,all_results_sample_n,all_results_hits,all_results_actual_pct,platform_shown,exact_odd,bookmaker,quote_status,quote_field,quote_line_candidates,recommended_80,omission_reason
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_goals_over0_5,Total partido — Goles — Más de 0.5,team,91.041,94.5946,210,190,90.4762,daily90,252,95.9461,94.0476,1.8985,55392,51056,92.1722,false,1.05,Bet365,below_minimum,overUnder,Over_0_5|Over_0,true,cuota real < 1.20
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_goals_under0_5,Total partido — Goles — Menos de 0.5,team,8.959,94.5946,210,20,9.5238,high,0,,,,55392,4336,7.8278,false,11,Bet365,offered,overUnder,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_goals_over1_5,Total partido — Goles — Más de 1.5,team,70.1695,94.5946,210,158,75.2381,high,119,86.9207,83.1933,3.7275,55392,40824,73.7002,true,1.26,Bet365,offered,overUnder,Over_1_5|Over_1,false,
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_goals_under1_5,Total partido — Goles — Menos de 1.5,team,29.8305,94.5946,210,52,24.7619,high,0,,,,55392,14568,26.2998,false,3.75,Bet365,offered,overUnder,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_goals_over2_5,Total partido — Goles — Más de 2.5,team,38.2964,94.5946,210,104,49.5238,high,9,90.6936,66.6667,24.0269,55392,27847,50.2726,false,1.85,Bet365,offered,overUnder,Over_2_5|Over_2,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_goals_under2_5,Total partido — Goles — Menos de 2.5,team,61.7036,94.5946,210,106,50.4762,high,9,85.0111,55.5556,29.4556,55392,27545,49.7274,false,2.02,Bet365,offered,overUnder,Under_2_5|Under_3,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_goals_over3_5,Total partido — Goles — Más de 3.5,team,17.4475,94.5946,210,56,26.6667,high,2,99.9999,50,49.9999,55392,15978,28.8453,false,3,Bet365,offered,overUnder,Over_3_5|Over_3,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_goals_under3_5,Total partido — Goles — Menos de 3.5,team,82.5525,94.5946,210,154,73.3333,high,67,85.4297,76.1194,9.3103,55392,39414,71.1547,true,1.38,Bet365,offered,overUnder,Under_3_5|Under_4,true,
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_goals_over4_5,Total partido — Goles — Más de 4.5,team,7.4556,94.5946,210,23,10.9524,high,0,,,,55392,8012,14.4642,false,6,Bet365,offered,overUnder,Over_4_5|Over_4,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_goals_under4_5,Total partido — Goles — Menos de 4.5,team,92.5444,94.5946,210,187,89.0476,daily90,89,93.7356,91.0112,2.7244,55392,47380,85.5358,false,1.14,Bet365,below_minimum,overUnder,Under_4_5|Under_5,true,cuota real < 1.20
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_goals_over0_5,Sao Paulo — Goles a favor — Más de 0.5,team,73.3067,94.5946,210,145,69.0476,high,107,86.5483,85.0467,1.5016,55392,41812,75.4838,false,1.11,Bet365,below_minimum,homeGoals,Over_0_5|Over_0,false,cuota real < 1.20
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_goals_under0_5,Sao Paulo — Goles a favor — Menos de 0.5,team,26.6933,94.5946,210,65,30.9524,high,2,99.9999,0,99.9999,55392,13580,24.5162,false,6.5,Bet365,offered,homeGoals,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_goals_over1_5,Sao Paulo — Goles a favor — Más de 1.5,team,26.7783,94.5946,210,77,36.6667,high,4,99.9999,75,24.9999,55392,23671,42.7336,false,1.53,Bet365,offered,homeGoals,Over_1_5|Over_1,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_goals_under1_5,Sao Paulo — Goles a favor — Menos de 1.5,team,73.2217,94.5946,210,133,63.3333,high,23,86.1847,56.5217,29.663,55392,31721,57.2664,true,2.38,Bet365,offered,homeGoals,Under_1_5|Under_2,false,
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_goals_over2_5,Sao Paulo — Goles a favor — Más de 2.5,team,3.977,94.5946,210,17,8.0952,high,1,99.9999,0,99.9999,55392,10769,19.4414,false,2.62,Bet365,offered,homeGoals,Over_2_5|Over_2,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_goals_under2_5,Sao Paulo — Goles a favor — Menos de 2.5,team,96.023,94.5946,210,193,91.9048,elite95,15,95.8963,93.3333,2.563,55392,44623,80.5586,true,1.44,Bet365,offered,homeGoals,Under_2_5|Under_3,true,
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,away_goals_over0_5,Bolívar — Goles a favor — Más de 0.5,team,67.4124,94.5946,210,150,71.4286,high,94,86.9847,74.4681,12.5166,55392,37017,66.8273,false,1.83,Bet365,offered,awayGoals,Over_0_5|Over_0,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,away_goals_under0_5,Bolívar — Goles a favor — Menos de 0.5,team,32.5876,94.5946,210,60,28.5714,high,3,94.0369,66.6667,27.3702,55392,18375,33.1727,false,1.83,Bet365,offered,awayGoals,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,away_goals_over1_5,Bolívar — Goles a favor — Más de 1.5,team,35.6786,94.5946,210,85,40.4762,high,0,,,,55392,18091,32.66,false,5.5,Bet365,offered,awayGoals,Over_1_5|Over_1,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,away_goals_under1_5,Bolívar — Goles a favor — Menos de 1.5,team,64.3214,94.5946,210,125,59.5238,high,16,84.4829,81.25,3.2329,55392,37301,67.34,false,1.14,Bet365,below_minimum,awayGoals,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,away_goals_over2_5,Bolívar — Goles a favor — Más de 2.5,team,13.0402,94.5946,210,38,18.0952,high,0,,,,55392,7108,12.8322,false,21,Bet365,offered,awayGoals,Over_2_5|Over_2,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,away_goals_under2_5,Bolívar — Goles a favor — Menos de 2.5,team,86.9598,94.5946,210,172,81.9048,high,215,88.1672,87.907,0.2602,55392,48284,87.1678,false,1.01,Bet365,below_minimum,awayGoals,Under_2_5|Under_3,true,cuota real < 1.20
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,away_goals_over3_5,Bolívar — Goles a favor — Más de 3.5,team,4.101,94.5946,210,19,9.0476,high,0,,,,55392,2591,4.6776,false,51,Bet365,offered,awayGoals,Over_3_5|Over_3,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,away_goals_under3_5,Bolívar — Goles a favor — Menos de 3.5,team,95.899,94.5946,210,191,90.9524,elite95,54,96.712,94.4444,2.2676,55392,52801,95.3224,false,,,line_not_offered,awayGoals,Under_3_5|Under_4,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,away_goals_over4_5,Bolívar — Goles a favor — Más de 4.5,team,2.3895,94.5946,210,11,5.2381,high,0,,,,55392,973,1.7566,false,,,line_not_offered,awayGoals,Over_4_5|Over_4,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,away_goals_under4_5,Bolívar — Goles a favor — Menos de 4.5,team,97.6105,94.5946,210,199,94.7619,elite95,7,96.3311,85.7143,10.6168,55392,54419,98.2434,false,,,line_not_offered,awayGoals,Under_4_5|Under_5,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over0_5,Total partido — Córners — Más de 0.5,team,100,93.75,180,180,100,elite95,224,99.9999,100,0.0001,32160,32159,99.9969,false,,,line_not_offered,corners,Over_0_5|Over_0,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under0_5,Total partido — Córners — Menos de 0.5,team,0,93.75,180,0,0,high,0,,,,32160,1,0.0031,false,,,line_not_offered,corners,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over1_5,Total partido — Córners — Más de 1.5,team,100,93.75,180,180,100,elite95,224,99.953,98.6607,1.2923,32160,32108,99.8383,false,,,line_not_offered,corners,Over_1_5|Over_1,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under1_5,Total partido — Córners — Menos de 1.5,team,0,93.75,180,0,0,high,0,,,,32160,52,0.1617,false,81,Bet365,offered,corners,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over2_5,Total partido — Córners — Más de 2.5,team,99.4468,93.75,180,178,98.8889,elite95,220,99.6361,98.1818,1.4543,32160,31923,99.2631,false,,,line_not_offered,corners,Over_2_5|Over_2,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under2_5,Total partido — Córners — Menos de 2.5,team,0.5532,93.75,180,2,1.1111,high,0,,,,32160,237,0.7369,false,51,Bet365,offered,corners,Under_2_5|Under_3,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over3_5,Total partido — Córners — Más de 3.5,team,95.5138,93.75,180,173,96.1111,elite95,200,98.8248,96.5,2.3248,32160,31435,97.7456,false,,,line_not_offered,corners,Over_3_5|Over_3,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under3_5,Total partido — Córners — Menos de 3.5,team,4.4862,93.75,180,7,3.8889,high,0,,,,32160,725,2.2544,false,41,Bet365,offered,corners,Under_3_5|Under_4,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over4_5,Total partido — Córners — Más de 4.5,team,94.7107,93.75,180,170,94.4444,daily90,196,96.7095,94.3878,2.3218,32160,30437,94.6424,false,1.01,Bet365,below_minimum,corners,Over_4_5|Over_4,true,cuota real < 1.20
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under4_5,Total partido — Córners — Menos de 4.5,team,5.2893,93.75,180,10,5.5556,high,0,,,,32160,1723,5.3576,false,21,Bet365,offered,corners,Under_4_5|Under_5,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over5_5,Total partido — Córners — Más de 5.5,team,92.8012,93.75,180,163,90.5556,daily90,133,94.8212,92.4812,2.34,32160,28723,89.3128,false,1.03,Bet365,below_minimum,corners,Over_5_5|Over_5,true,cuota real < 1.20
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under5_5,Total partido — Córners — Menos de 5.5,team,7.1988,93.75,180,17,9.4444,high,0,,,,32160,3437,10.6872,false,15,Bet365,offered,corners,Under_5_5|Under_6,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over6_5,Total partido — Córners — Más de 6.5,team,90.4358,93.75,180,155,86.1111,daily90,62,93.6408,83.871,9.7699,32160,26143,81.2904,false,1.08,Bet365,below_minimum,corners,Over_6_5|Over_6,true,cuota real < 1.20
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under6_5,Total partido — Córners — Menos de 6.5,team,9.5642,93.75,180,25,13.8889,high,0,,,,32160,6017,18.7096,false,8,Bet365,offered,corners,Under_6_5|Under_7,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over7_5,Total partido — Córners — Más de 7.5,team,84.6027,93.75,180,143,79.4444,high,63,87.7007,79.3651,8.3356,32160,22841,71.023,false,1.17,Bet365,below_minimum,corners,Over_7_5|Over_7,true,cuota real < 1.20
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under7_5,Total partido — Córners — Menos de 7.5,team,15.3973,93.75,180,37,20.5556,high,0,,,,32160,9319,28.977,false,5,Bet365,offered,corners,Under_7_5|Under_8,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over8_5,Total partido — Córners — Más de 8.5,team,75.7628,93.75,180,120,66.6667,high,29,85.0811,75.8621,9.219,32160,19207,59.7233,true,1.3,Bet365,offered,corners,Over_8_5|Over_8,false,
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under8_5,Total partido — Córners — Menos de 8.5,team,24.2372,93.75,180,60,33.3333,high,0,,,,32160,12953,40.2767,false,3.4,Bet365,offered,corners,Under_8_5|Under_9,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over9_5,Total partido — Córners — Más de 9.5,team,65.8718,93.75,180,94,52.2222,high,6,85.3168,50,35.3168,32160,15468,48.097,false,1.53,Bet365,offered,corners,Over_9_5|Over_9,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under9_5,Total partido — Córners — Menos de 9.5,team,34.1282,93.75,180,86,47.7778,high,6,82.494,33.3333,49.1607,32160,16692,51.903,false,2.38,Bet365,offered,corners,Under_9_5|Under_10,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over10_5,Total partido — Córners — Más de 10.5,team,54.1828,93.75,180,73,40.5556,high,2,91.5199,50,41.5199,32160,11741,36.5081,false,1.92,Bet365,offered,corners,Over_10_5|Over_10,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under10_5,Total partido — Córners — Menos de 10.5,team,45.8172,93.75,180,107,59.4444,high,19,84.8717,68.4211,16.4507,32160,20419,63.4919,false,1.88,Bet365,offered,corners,Under_10_5|Under_11,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over11_5,Total partido — Córners — Más de 11.5,team,46.5173,93.75,180,54,30,high,1,99.9999,0,99.9999,32160,8585,26.6947,false,2.38,Bet365,offered,corners,Over_11_5|Over_11,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under11_5,Total partido — Córners — Menos de 11.5,team,53.4827,93.75,180,126,70,high,59,85.7599,67.7966,17.9633,32160,23575,73.3053,false,1.53,Bet365,offered,corners,Under_11_5|Under_12,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over12_5,Total partido — Córners — Más de 12.5,team,34.4987,93.75,180,43,23.8889,high,1,99.9999,0,99.9999,32160,6030,18.75,false,3.25,Bet365,offered,corners,Over_12_5|Over_12,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under12_5,Total partido — Córners — Menos de 12.5,team,65.5013,93.75,180,137,76.1111,high,123,87.7156,77.2358,10.4798,32160,26130,81.25,false,1.33,Bet365,offered,corners,Under_12_5|Under_13,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over13_5,Total partido — Córners — Más de 13.5,team,18.5568,93.75,180,29,16.1111,high,0,,,,32160,4057,12.615,false,4.33,Bet365,offered,corners,Over_13_5|Over_13,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under13_5,Total partido — Córners — Menos de 13.5,team,81.4432,93.75,180,151,83.8889,high,166,90.058,87.3494,2.7086,32160,28103,87.385,true,1.2,Bet365,offered,corners,Under_13_5|Under_14,true,
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over14_5,Total partido — Córners — Más de 14.5,team,10.4394,93.75,180,17,9.4444,high,0,,,,32160,2645,8.2245,false,6.5,Bet365,offered,corners,Over_14_5|Over_14,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under14_5,Total partido — Córners — Menos de 14.5,team,89.5606,93.75,180,163,90.5556,high,157,92.1899,90.4459,1.744,32160,29515,91.7755,false,1.11,Bet365,below_minimum,corners,Under_14_5|Under_15,true,cuota real < 1.20
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_over15_5,Total partido — Córners — Más de 15.5,team,8.5372,93.75,180,10,5.5556,high,0,,,,32160,1601,4.9782,false,10,Bet365,offered,corners,Over_15_5|Over_15,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_corners_under15_5,Total partido — Córners — Menos de 15.5,team,91.4628,93.75,180,170,94.4444,daily90,74,95.1756,94.5946,0.581,32160,30559,95.0218,false,1.06,Bet365,below_minimum,corners,Under_15_5|Under_16,true,cuota real < 1.20
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_over0_5,Sao Paulo — Córners a favor — Más de 0.5,team,98.6437,93.75,180,175,97.2222,elite95,198,98.6901,95.9596,2.7305,32160,31574,98.1779,false,,,line_not_offered,homeCorners,Over_0_5|Over_0,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_under0_5,Sao Paulo — Córners a favor — Menos de 0.5,team,1.3563,93.75,180,5,2.7778,high,0,,,,32160,586,1.8221,false,,,line_not_offered,homeCorners,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_over1_5,Sao Paulo — Córners a favor — Más de 1.5,team,92.0292,93.75,180,159,88.3333,daily90,134,95.1125,89.5522,5.5603,32160,29719,92.4098,false,,,line_not_offered,homeCorners,Over_1_5|Over_1,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_under1_5,Sao Paulo — Córners a favor — Menos de 1.5,team,7.9708,93.75,180,21,11.6667,high,0,,,,32160,2441,7.5902,false,,,line_not_offered,homeCorners,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_over2_5,Sao Paulo — Córners a favor — Más de 2.5,team,82.1677,93.75,180,141,78.3333,high,90,87.8926,85.5556,2.337,32160,26611,82.7456,false,,,line_not_offered,homeCorners,Over_2_5|Over_2,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_under2_5,Sao Paulo — Córners a favor — Menos de 2.5,team,17.8323,93.75,180,39,21.6667,high,0,,,,32160,5549,17.2544,false,,,line_not_offered,homeCorners,Under_2_5|Under_3,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_over3_5,Sao Paulo — Córners a favor — Más de 3.5,team,72.8796,93.75,180,116,64.4444,high,29,86.459,79.3103,7.1486,32160,22501,69.9658,false,,,line_not_offered,homeCorners,Over_3_5|Over_3,false,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_under3_5,Sao Paulo — Córners a favor — Menos de 3.5,team,27.1204,93.75,180,64,35.5556,high,1,81.8048,100,18.1952,32160,9659,30.0342,false,,,line_not_offered,homeCorners,Under_3_5|Under_4,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_over4_5,Sao Paulo — Córners a favor — Más de 4.5,team,57.9548,93.75,180,86,47.7778,high,6,84.8847,100,15.1153,32160,17931,55.7556,false,,,line_not_offered,homeCorners,Over_4_5|Over_4,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_under4_5,Sao Paulo — Córners a favor — Menos de 4.5,team,42.0452,93.75,180,94,52.2222,high,8,82.7308,87.5,4.7692,32160,14229,44.2444,false,,,line_not_offered,homeCorners,Under_4_5|Under_5,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_over5_5,Sao Paulo — Córners a favor — Más de 5.5,team,43.8777,93.75,180,62,34.4444,high,0,,,,32160,13477,41.9061,false,,,line_not_offered,homeCorners,Over_5_5|Over_5,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_under5_5,Sao Paulo — Córners a favor — Menos de 5.5,team,56.1223,93.75,180,118,65.5556,high,39,85.0962,64.1026,20.9937,32160,18683,58.0939,false,,,line_not_offered,homeCorners,Under_5_5|Under_6,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_over6_5,Sao Paulo — Córners a favor — Más de 6.5,team,33.1134,93.75,180,44,24.4444,high,0,,,,32160,9681,30.1026,false,2,Bet365,offered,homeCorners,Over_6_5|Over_6,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_under6_5,Sao Paulo — Córners a favor — Menos de 6.5,team,66.8866,93.75,180,136,75.5556,high,95,86.9499,69.4737,17.4762,32160,22479,69.8974,false,1.73,Bet365,offered,homeCorners,Under_6_5|Under_7,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_over7_5,Sao Paulo — Córners a favor — Más de 7.5,team,20.3421,93.75,180,28,15.5556,high,0,,,,32160,6600,20.5224,false,,,line_not_offered,homeCorners,Over_7_5|Over_7,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_under7_5,Sao Paulo — Córners a favor — Menos de 7.5,team,79.6579,93.75,180,152,84.4444,high,151,88.7736,79.4702,9.3034,32160,25560,79.4776,false,,,line_not_offered,homeCorners,Under_7_5|Under_8,false,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_over8_5,Sao Paulo — Córners a favor — Más de 8.5,team,16.8776,93.75,180,16,8.8889,high,0,,,,32160,4400,13.6816,false,,,line_not_offered,homeCorners,Over_8_5|Over_8,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_under8_5,Sao Paulo — Córners a favor — Menos de 8.5,team,83.1224,93.75,180,164,91.1111,high,165,91.763,85.4545,6.3084,32160,27760,86.3184,false,,,line_not_offered,homeCorners,Under_8_5|Under_9,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_over9_5,Sao Paulo — Córners a favor — Más de 9.5,team,16.1497,93.75,180,13,7.2222,high,0,,,,32160,2793,8.6847,false,,,line_not_offered,homeCorners,Over_9_5|Over_9,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_corners_under9_5,Sao Paulo — Córners a favor — Menos de 9.5,team,83.8503,93.75,180,167,92.7778,high,99,92.9602,92.9293,0.0309,32160,29367,91.3153,false,,,line_not_offered,homeCorners,Under_9_5|Under_10,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,away_corners_over0_5,Bolívar — Córners a favor — Más de 0.5,team,95.2626,93.75,180,175,97.2222,elite95,202,98.6309,95.5446,3.0863,32160,30926,96.1629,false,,,line_not_offered,awayCorners,Over_0_5|Over_0,true,línea exacta no entregada por bet365/bwin
